"drug_name","generic_name","brand_generic","category","dosage_form","route","active_ingredients","single_or_combo","excipients_raw","gluten_flag","flagged_excipients","flagged_excipient_flags","ndc_code","package_ndc","approval_type","marketing_status","manufacturer","set_id","dailymed_url"
"Motrin IB","Ibuprofen","generic","nsaid","CAPSULE, LIQUID FILLED","ORAL","IBUPROFEN","single","GELATIN, UNSPECIFIED; POLYETHYLENE GLYCOL, UNSPECIFIED; POTASSIUM HYDROXIDE; WATER; SORBITAN; SORBITOL","gluten_free","","","50580-409","","ANDA","active","Kenvue Brands LLC","d9fc716a-fba5-45f8-8024-52325799d1dd","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d9fc716a-fba5-45f8-8024-52325799d1dd"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","POVIDONE K30; POLYETHYLENE GLYCOL 4000; TITANIUM DIOXIDE; TALC; STEARIC ACID; SILICON DIOXIDE; STARCH, CORN; FERRIC OXIDE RED; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","51316-365","51316-365-30","ANDA","active","CVS","10424ad8-74fc-4f5f-e063-6394a90a13bd","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=10424ad8-74fc-4f5f-e063-6394a90a13bd"
"Hydrocodone Bitartrate and Ibuprofen","Hydrocodone Bitartrate and Ibuprofen","generic","nsaid","TABLET, FILM COATED","ORAL","HYDROCODONE BITARTRATE; IBUPROFEN","combo","LACTOSE MONOHYDRATE; ANHYDROUS LACTOSE; SODIUM STARCH GLYCOLATE TYPE A POTATO; SODIUM LAURYL SULFATE; CROSCARMELLOSE SODIUM; SILICON DIOXIDE; MAGNESIUM STEARATE","gluten_free","SODIUM STARCH GLYCOLATE TYPE A POTATO; CROSCARMELLOSE SODIUM","gluten_free; gluten_free","13107-004","13107-004-11","ANDA","active","Aurolife Pharma, LLC","470df63a-5c0f-42df-9023-a330a901153e","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=470df63a-5c0f-42df-9023-a330a901153e"
"good sense ibuprofen","Ibuprofen","generic","nsaid","SUSPENSION","ORAL","IBUPROFEN","single","ANHYDROUS CITRIC ACID; FD&C RED NO. 40; GLYCERIN; HIGH FRUCTOSE CORN SYRUP; HYPROMELLOSE, UNSPECIFIED; POLYSORBATE 80; WATER; SODIUM BENZOATE; SORBITOL SOLUTION; XANTHAN GUM","gluten_free","HIGH FRUCTOSE CORN SYRUP; XANTHAN GUM","gluten_free; gluten_free","68788-4036","","ANDA","active","Preferred Pharmaceuticals Inc.","7ac61180-d668-4eec-b04f-d14f7b552a4d","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7ac61180-d668-4eec-b04f-d14f7b552a4d"
"Ibuprofen","Ibuprofen","generic","nsaid","CAPSULE, LIQUID FILLED","ORAL","IBUPROFEN","single","FD&C GREEN NO. 3; GELATIN; POTASSIUM HYDROXIDE; WATER; SORBITOL; SORBITAN; MEDIUM-CHAIN TRIGLYCERIDES; POLYETHYLENE GLYCOL, UNSPECIFIED","gluten_free","","","21130-745","21130-745-30","ANDA","completed","Safeway, Inc.","a530d43d-e9c4-4edb-af66-c92860e46f45","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a530d43d-e9c4-4edb-af66-c92860e46f45"
"Lil Drug Store Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","SILICON DIOXIDE; STARCH, CORN; FERRIC OXIDE RED; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYVINYL ALCOHOL, UNSPECIFIED; POVIDONE K30; SODIUM STARCH GLYCOLATE TYPE A POTATO; STEARIC ACID; TALC; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","66715-6839","","ANDA","completed","Lil Drug Store Products, Inc","29190ebf-bb9c-4406-be7b-4427741aeb74","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=29190ebf-bb9c-4406-be7b-4427741aeb74"
"Motrin IB Migraine","Ibuprofen","generic","nsaid","CAPSULE, LIQUID FILLED","ORAL","IBUPROFEN","single","GELATIN, UNSPECIFIED; POLYETHYLENE GLYCOL, UNSPECIFIED; POTASSIUM HYDROXIDE; WATER; SORBITAN; SORBITOL","gluten_free","","","50580-120","","ANDA","active","Kenvue Brands LLC","34818110-5291-4bda-9571-bd77d90bba7c","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=34818110-5291-4bda-9571-bd77d90bba7c"
"good sense ibuprofen","Ibuprofen","generic","nsaid","TABLET, FILM COATED","ORAL","IBUPROFEN","single","SILICON DIOXIDE; STARCH, CORN; CROSCARMELLOSE SODIUM; HYPROMELLOSE, UNSPECIFIED; FERRIC OXIDE RED; FERRIC OXIDE YELLOW; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYSORBATE 80; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; CROSCARMELLOSE SODIUM","gluten_free; gluten_free","0113-0604","0113-0604-52","ANDA","completed","L. Perrigo Company","70d0a429-27c1-43a5-b2ea-a9919e0910f8","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=70d0a429-27c1-43a5-b2ea-a9919e0910f8"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","TALC; SILICON DIOXIDE; FERRIC OXIDE RED; STARCH, CORN; STEARIC ACID; POLYETHYLENE GLYCOL, UNSPECIFIED; TITANIUM DIOXIDE; POVIDONE; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","69848-012","69848-012-24","ANDA","active","Granules USA, Inc.","8cb595d2-b7c2-687d-e053-2a95a90a5720","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8cb595d2-b7c2-687d-e053-2a95a90a5720"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","SILICON DIOXIDE; TALC; TITANIUM DIOXIDE; STEARIC ACID; POVIDONE; SODIUM STARCH GLYCOLATE TYPE A POTATO; FERRIC OXIDE RED; STARCH, CORN; POLYETHYLENE GLYCOL, UNSPECIFIED","gluten_free","SODIUM STARCH GLYCOLATE TYPE A POTATO; STARCH, CORN","gluten_free; gluten_free","69848-011","69848-011-24","ANDA","active","Granules USA, Inc.","8cb595d2-b7c2-687d-e053-2a95a90a5720","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8cb595d2-b7c2-687d-e053-2a95a90a5720"
"Hydrocodone Bitartrate and Ibuprofen","Hydrocodone Bitartrate and Ibuprofen","generic","nsaid","TABLET","ORAL","HYDROCODONE BITARTRATE; IBUPROFEN","combo","CARNAUBA WAX; SILICON DIOXIDE; CROSCARMELLOSE SODIUM; HYPROMELLOSES; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POLYETHYLENE GLYCOL, UNSPECIFIED; STARCH, CORN; TITANIUM DIOXIDE; POLYDEXTROSE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","53746-116","53746-116-01","ANDA","active","Amneal Pharmaceuticals of New York LLC","abc33718-4e88-43ea-9ffa-2b04ffc812ef","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abc33718-4e88-43ea-9ffa-2b04ffc812ef"
"Hydrocodone Bitartrate and Ibuprofen","Hydrocodone Bitartrate and Ibuprofen","generic","nsaid","TABLET","ORAL","HYDROCODONE BITARTRATE; IBUPROFEN","combo","CARNAUBA WAX; SILICON DIOXIDE; CROSCARMELLOSE SODIUM; HYPROMELLOSES; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POLYETHYLENE GLYCOL, UNSPECIFIED; STARCH, CORN; TITANIUM DIOXIDE; POLYDEXTROSE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","53746-146","53746-146-01","ANDA","active","Amneal Pharmaceuticals of New York LLC","abc33718-4e88-43ea-9ffa-2b04ffc812ef","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abc33718-4e88-43ea-9ffa-2b04ffc812ef"
"Hydrocodone Bitartrate and Ibuprofen","Hydrocodone Bitartrate and Ibuprofen","generic","nsaid","TABLET","ORAL","HYDROCODONE BITARTRATE; IBUPROFEN","combo","CARNAUBA WAX; SILICON DIOXIDE; CROSCARMELLOSE SODIUM; HYPROMELLOSES; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POLYETHYLENE GLYCOL, UNSPECIFIED; STARCH, CORN; TITANIUM DIOXIDE; POLYDEXTROSE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","53746-145","53746-145-01","ANDA","active","Amneal Pharmaceuticals of New York LLC","abc33718-4e88-43ea-9ffa-2b04ffc812ef","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abc33718-4e88-43ea-9ffa-2b04ffc812ef"
"Hydrocodone Bitartrate and Ibuprofen","Hydrocodone Bitartrate and Ibuprofen","generic","nsaid","TABLET","ORAL","HYDROCODONE BITARTRATE; IBUPROFEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; HYPROMELLOSES; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POLYETHYLENE GLYCOL, UNSPECIFIED; STARCH, CORN; TITANIUM DIOXIDE; POLYDEXTROSE; TRIACETIN; D&C YELLOW NO. 10","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","53746-117","53746-117-01","ANDA","active","Amneal Pharmaceuticals of New York LLC","abc33718-4e88-43ea-9ffa-2b04ffc812ef","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abc33718-4e88-43ea-9ffa-2b04ffc812ef"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","FERRIC OXIDE RED; STARCH, CORN; TALC; TITANIUM DIOXIDE; STEARIC ACID; POVIDONE; SILICON DIOXIDE; SODIUM STARCH GLYCOLATE TYPE A POTATO; POLYETHYLENE GLYCOL, UNSPECIFIED","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","72476-366","72476-366-05","ANDA","active","Retail Business Services, LLC","04115ec1-ef31-1746-e063-6394a90a0a52","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04115ec1-ef31-1746-e063-6394a90a0a52"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","SILICON DIOXIDE; STARCH, CORN; POVIDONE K30; SODIUM STARCH GLYCOLATE TYPE A POTATO; FD&C YELLOW NO. 6; TALC; TITANIUM DIOXIDE; POLYVINYL ALCOHOL, UNSPECIFIED; STEARIC ACID; POLYETHYLENE GLYCOL, UNSPECIFIED","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","0363-9593","0363-9593-21","ANDA","active","Walgreens","07edb8d0-2fa8-4b40-e063-6294a90a2fe9","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07edb8d0-2fa8-4b40-e063-6294a90a2fe9"
"up and up ibuprofen pm","diphenhydramine citrate and ibuprofen","generic","nsaid","TABLET, FILM COATED","ORAL","DIPHENHYDRAMINE CITRATE; IBUPROFEN","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; FD&C BLUE NO. 2; GLYCERYL DIBEHENATE; HYDROXYPROPYL CELLULOSE, UNSPECIFIED; FERROSOFERRIC OXIDE; LACTOSE MONOHYDRATE; MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYVINYL ALCOHOL, UNSPECIFIED; TALC; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","11673-050","","ANDA","completed","Target Corporation","0c764683-f3c9-4382-96be-d34b7a582aee","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c764683-f3c9-4382-96be-d34b7a582aee"
"Childrens Ibuprofen Oral Suspension","Ibuprofen","generic","nsaid","SUSPENSION","ORAL","IBUPROFEN","single","ACESULFAME POTASSIUM; ANHYDROUS CITRIC ACID; CARBOXYMETHYLCELLULOSE SODIUM; D&C YELLOW NO. 10; GLYCERIN; FD&C RED NO. 40; MICROCRYSTALLINE CELLULOSE; POLYSORBATE 80; PROPYLENE GLYCOL; WATER; SODIUM BENZOATE; SUCROSE; XANTHAN GUM","gluten_free","XANTHAN GUM","gluten_free","68998-320","","ANDA","active","Marc Glassman, Inc.","0ef3f4b3-9af5-4243-8d45-dd68f7285229","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ef3f4b3-9af5-4243-8d45-dd68f7285229"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","STARCH, CORN; POVIDONE K30; POLYETHYLENE GLYCOL 4000; STEARIC ACID; FERRIC OXIDE RED; SILICON DIOXIDE; SODIUM STARCH GLYCOLATE TYPE A POTATO; TITANIUM DIOXIDE; TALC","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","36800-663","36800-663-20","ANDA","active","TOPCO ASSOCIATES LLC","1a00c17f-9766-deaa-e063-6394a90a8d60","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a00c17f-9766-deaa-e063-6394a90a8d60"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","SILICON DIOXIDE; FD&C YELLOW NO. 6; SODIUM STARCH GLYCOLATE TYPE A POTATO; POVIDONE K30; STEARIC ACID; POLYETHYLENE GLYCOL, UNSPECIFIED; TITANIUM DIOXIDE; POLYVINYL ALCOHOL, UNSPECIFIED; STARCH, CORN; TALC","gluten_free","SODIUM STARCH GLYCOLATE TYPE A POTATO; STARCH, CORN","gluten_free; gluten_free","36800-662","36800-662-20","ANDA","active","TOPCO ASSOCIATES LLC","1a00c85b-2ba5-32c3-e063-6294a90af148","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a00c85b-2ba5-32c3-e063-6294a90af148"
"Childrens Ibuprofen Oral Suspension","IBUPROFEN","generic","nsaid","SUSPENSION","ORAL","IBUPROFEN","single","ACESULFAME POTASSIUM; ANHYDROUS CITRIC ACID; CARBOXYMETHYLCELLULOSE SODIUM; D&C YELLOW NO. 10; FD&C RED NO. 40; GLYCERIN; MICROCRYSTALLINE CELLULOSE; POLYSORBATE 80; PROPYLENE GLYCOL; WATER; SODIUM BENZOATE; SUCROSE; XANTHAN GUM","gluten_free","XANTHAN GUM","gluten_free","53943-119","","ANDA","active","Discount Drug Mart","7b7954b7-e4c8-4284-a649-31a4eb6ba73e","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7b7954b7-e4c8-4284-a649-31a4eb6ba73e"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","STARCH, CORN; STEARIC ACID; POLYETHYLENE GLYCOL 4000; TITANIUM DIOXIDE; POVIDONE K30; SODIUM STARCH GLYCOLATE TYPE A POTATO; TALC; SILICON DIOXIDE; FERRIC OXIDE RED","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","21130-396","21130-396-05","ANDA","active","BETTER LIVING BRANDS LLC.","8c3ca03e-0ec2-c15c-e053-2995a90ad8bd","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8c3ca03e-0ec2-c15c-e053-2995a90ad8bd"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET, COATED","ORAL","IBUPROFEN","single","POLYVINYL ALCOHOL, UNSPECIFIED; FD&C YELLOW NO. 6; STARCH, CORN; POLYETHYLENE GLYCOL, UNSPECIFIED; SILICON DIOXIDE; TALC; TITANIUM DIOXIDE; STEARIC ACID; POVIDONE K30; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","21130-358","21130-358-05","ANDA","active","BETTER LIVING BRANDS LLC.","a3c1a61b-88fc-419c-e053-2a95a90ac0c3","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3c1a61b-88fc-419c-e053-2a95a90ac0c3"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","TALC; SILICON DIOXIDE; FERRIC OXIDE RED; STARCH, CORN; STEARIC ACID; POLYETHYLENE GLYCOL, UNSPECIFIED; TITANIUM DIOXIDE; POVIDONE; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","72476-365","72476-365-05","ANDA","active","RETAIL BUSINESS SERVICES,LLC.","a567dc6f-bd83-b9f5-e053-2995a90a05ee","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a567dc6f-bd83-b9f5-e053-2995a90a05ee"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","SODIUM STARCH GLYCOLATE TYPE A POTATO; FD&C YELLOW NO. 6; STARCH, CORN; POLYETHYLENE GLYCOL, UNSPECIFIED; SILICON DIOXIDE; TALC; TITANIUM DIOXIDE; STEARIC ACID; POVIDONE K30","gluten_free","SODIUM STARCH GLYCOLATE TYPE A POTATO; STARCH, CORN","gluten_free; gluten_free","72476-358","72476-358-10","ANDA","active","RETAIL BUSINESS SERVICES,LLC.","a568fd1e-9bf0-3c03-e053-2a95a90a45b7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a568fd1e-9bf0-3c03-e053-2a95a90a45b7"
"IBUPROFEN","IBUPROFEN","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","FERRIC OXIDE RED; SODIUM STARCH GLYCOLATE TYPE A POTATO; SILICON DIOXIDE; STARCH, CORN; STEARIC ACID; POLYETHYLENE GLYCOL 4000; TITANIUM DIOXIDE; POVIDONE K30; TALC","gluten_free","SODIUM STARCH GLYCOLATE TYPE A POTATO; STARCH, CORN","gluten_free; gluten_free","0363-9594","0363-9594-10","ANDA","active","WALGREENS CO.","b8a77b7e-e161-b3ac-e053-2995a90af3e8","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8a77b7e-e161-b3ac-e053-2995a90af3e8"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","POVIDONE K30; STEARIC ACID; FERRIC OXIDE RED; TALC; POLYETHYLENE GLYCOL 4000; STARCH, CORN; SILICON DIOXIDE; SODIUM STARCH GLYCOLATE TYPE A POTATO; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","55319-366","55319-366-25","ANDA","active","Family Dollar","fe17f5a6-fd6d-d839-e053-6394a90a59a4","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fe17f5a6-fd6d-d839-e053-6394a90a59a4"
"ibuprofen","Ibuprofen","generic","nsaid","TABLET, FILM COATED","ORAL","IBUPROFEN","single","SILICON DIOXIDE; STARCH, CORN; CROSCARMELLOSE SODIUM; HYPROMELLOSE, UNSPECIFIED; FERRIC OXIDE RED; FERRIC OXIDE YELLOW; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYSORBATE 80; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; CROSCARMELLOSE SODIUM","gluten_free; gluten_free","68071-3937","","ANDA","active","NuCare Pharmaceuticals, Inc.","463ea713-6b27-b00b-e063-6394a90a8646","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=463ea713-6b27-b00b-e063-6394a90a8646"
"Ibuprofen","ibuprofen","generic","nsaid","TABLET, FILM COATED","ORAL","IBUPROFEN","single","SILICON DIOXIDE; STARCH, CORN; HYPROMELLOSE, UNSPECIFIED; ANHYDROUS LACTOSE; MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; POLYDEXTROSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE, UNSPECIFIED; SODIUM STARCH GLYCOLATE TYPE A POTATO; STEARIC ACID; TRIACETIN","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","0904-7914","","ANDA","active","Major Pharmaceuticals","6a5ad1cd-e6a3-44ad-b9b8-ff9b66f390f6","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a5ad1cd-e6a3-44ad-b9b8-ff9b66f390f6"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","SILICA; CROSCARMELLOSE SODIUM; MICROCRYSTALLINE CELLULOSE 101; POLYETHYLENE GLYCOL 3350; POLYVINYL ALCOHOL; POVIDONE K30; STEARIC ACID; TALC; CI 77891","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","50090-6886","50090-6886-0","ANDA","active","A-S Medication Solutions","e5db46f3-043b-40ac-a89b-c90bd562e7b4","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e5db46f3-043b-40ac-a89b-c90bd562e7b4"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","SILICA; CROSCARMELLOSE SODIUM; MICROCRYSTALLINE CELLULOSE 101; POLYETHYLENE GLYCOL 3350; POLYVINYL ALCOHOL; POVIDONE K30; STEARIC ACID; TALC; CI 77891","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","50090-5446","50090-5446-8","ANDA","active","A-S Medication Solutions","f24582be-8d70-4848-bd54-e55fa28f394f","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f24582be-8d70-4848-bd54-e55fa28f394f"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET, FILM COATED","ORAL","IBUPROFEN","single","CROSCARMELLOSE SODIUM; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYVINYL ALCOHOL; STARCH, PREGELATINIZED CORN; TALC; TITANIUM DIOXIDE; SILICON DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, PREGELATINIZED CORN","gluten_free; gluten_free","42708-097","42708-097-30","ANDA","active","QPharma, Inc.","f452d2c3-525f-4933-b146-92351d0ae44f","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f452d2c3-525f-4933-b146-92351d0ae44f"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET, FILM COATED","ORAL","IBUPROFEN","single","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; HYPROMELLOSE 2910 (5 MPA.S); HYDROXYPROPYL CELLULOSE, UNSPECIFIED; MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL 400; STARCH, CORN; POVIDONE K90; SODIUM LAURYL SULFATE; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","42708-175","42708-175-30","ANDA","active","QPharma Inc","fd8b82a7-96fe-8bf5-e053-6394a90a3935","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fd8b82a7-96fe-8bf5-e053-6394a90a3935"
"Ibuprofen","Ibuprofen","generic","nsaid","TABLET","ORAL","IBUPROFEN","single","SILICA; CROSCARMELLOSE SODIUM; MICROCRYSTALLINE CELLULOSE 101; POLYETHYLENE GLYCOL 3350; POLYVINYL ALCOHOL; POVIDONE K30; STEARIC ACID; TALC; CI 77891","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","50090-5444","50090-5444-5","ANDA","active","A-S Medication Solutions","3db0c659-cc43-45dc-8442-bc89093d94d7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3db0c659-cc43-45dc-8442-bc89093d94d7"
"IBUPROFEN, DIPHENHYDRAMINE HCL","IBUPROFEN, DIPHENHYDRAMINE HCL","generic","nsaid","CAPSULE, LIQUID FILLED","ORAL","IBUPROFEN; DIPHENHYDRAMINE HYDROCHLORIDE","combo","FD&C BLUE NO. 1; FD&C RED NO. 40; GELATIN; POLYETHYLENE GLYCOL, UNSPECIFIED; POTASSIUM HYDROXIDE; WATER; SORBITAN; SORBITOL","gluten_free","","","11673-225","","ANDA","active","TARGET Corporation","97e2c008-1711-dcba-e053-2995a90aa2ff","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=97e2c008-1711-dcba-e053-2995a90aa2ff"
"Ibuprofen PM","IBUPROFEN, DIPHENHYDRAMINE HCL","generic","nsaid","CAPSULE, LIQUID FILLED","ORAL","IBUPROFEN; DIPHENHYDRAMINE HYDROCHLORIDE","combo","FD&C BLUE NO. 1; FD&C RED NO. 40; GELATIN; POLYETHYLENE GLYCOL, UNSPECIFIED; POTASSIUM HYDROXIDE; WATER; SORBITAN; SORBITOL","gluten_free","","","30142-232","","ANDA","active","KROGER COMPANY","ca5418f2-4dc0-ad31-e053-2995a90ac1d3","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca5418f2-4dc0-ad31-e053-2995a90ac1d3"
"Ibuprofen","Ibuprofen","generic","nsaid","CAPSULE, LIQUID FILLED","ORAL","IBUPROFEN","single","FD&C GREEN NO. 3; GELATIN; POLYETHYLENE GLYCOL, UNSPECIFIED; POTASSIUM HYDROXIDE; WATER; SORBITOL; SORBITAN","gluten_free","","","59726-745","","ANDA","completed","P & L Development, LLC","d0301d0d-fc65-420f-87fd-a08da1584d54","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d0301d0d-fc65-420f-87fd-a08da1584d54"
"ibuprofen","Ibuprofen","generic","nsaid","TABLET, FILM COATED","ORAL","IBUPROFEN","single","SILICON DIOXIDE; STARCH, CORN; CROSCARMELLOSE SODIUM; HYPROMELLOSE, UNSPECIFIED; FERRIC OXIDE RED; FERRIC OXIDE YELLOW; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYSORBATE 80; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; CROSCARMELLOSE SODIUM","gluten_free; gluten_free","72789-191","72789-191-20","ANDA","active","PD-Rx Pharmaceuticals, Inc.","96bff700-bca3-4b94-b8a2-379102721db8","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=96bff700-bca3-4b94-b8a2-379102721db8"
"Dye Free Ibuprofen","Ibuprofen","generic","nsaid","TABLET, FILM COATED","ORAL","IBUPROFEN","single","SILICON DIOXIDE; STARCH, CORN; HYPROMELLOSE, UNSPECIFIED; ANHYDROUS LACTOSE; MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; POLYDEXTROSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE, UNSPECIFIED; SODIUM STARCH GLYCOLATE TYPE A POTATO; STEARIC ACID; TRIACETIN","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","0363-0438","","ANDA","active","Walgreen Company","d3d093f9-207a-40d4-a7be-c6b5a544a0a7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3d093f9-207a-40d4-a7be-c6b5a544a0a7"
